GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,SupraShiftDetailsDTO,515,0,102,0,13,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,AttendanceMoafDTO,835,0,166,0,21,0,128,0,45,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,UserDTO,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,SupraShiftDTO,595,0,118,0,15,0,92,0,33,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,AttendanceMOAFDataRequestDTO,221,0,40,0,6,0,35,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,ShiftRosterRequestDTO,233,0,36,0,7,0,35,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,FetchUserShiftAssignHistoryReturnDataDTO,126,0,0,0,15,0,26,0,26,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,UserDetailDTO,208,0,38,0,11,0,32,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,ShiftEmployeeDTO,98,0,4,0,15,0,20,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.attendance,RosterRemarkDTO,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.keycloak.role,KeycloakRoleService,1130,0,103,0,226,0,71,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.keycloak.role,KeycloakRoleAssignToUserService,379,0,18,0,82,0,19,0,10,0
HR Management,com.atomicnorth.hrm.tenant.domain.company,Ses_M00_Set_Up_Company,1375,0,254,0,35,0,196,0,69,0
HR Management,com.atomicnorth.hrm.tenant.domain.company,Ses_M00_Set_Up_Company.Ses_M00_Set_Up_CompanyBuilder,288,0,0,0,1,0,34,0,34,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.viewDTO,EmpDocumentViewTabDTO,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.viewDTO,GroupDTO,215,0,38,0,12,0,33,0,14,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.viewDTO,EmployeeSkillViewDTO,795,0,158,0,20,0,122,0,43,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,ApplicationModule,1915,0,382,0,48,0,290,0,99,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,UserRole,1795,0,358,0,45,0,272,0,93,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,Role,2195,0,438,0,55,0,332,0,113,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,FunctionEntity,2035,0,406,0,51,0,308,0,105,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,Application,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,FeatureFunction,1875,0,374,0,47,0,284,0,97,0
HR Management,com.atomicnorth.hrm.tenant.domain.roles,RolePermissions,1955,0,390,0,49,0,296,0,101,0
HR Management,com.atomicnorth.hrm.tenant.service.lookup,LookupTypeConfigurationService,1230,0,88,0,229,0,68,0,24,0
HR Management,com.atomicnorth.hrm.tenant.service.mail,EmailService,73,0,6,0,19,0,6,0,3,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.jobOpening,JobOpeningController,1165,0,20,0,204,0,37,0,27,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.jobOpening,JobOfferTermsController.new TypeReference() {...},6,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.jobOpening,JobOfferTermsController.new TypeReference() {...},6,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.jobOpening,JobOfferTermsController,529,0,40,0,112,0,30,0,10,0
HR Management,com.atomicnorth.hrm.exception,ProjectConfigOld,7,0,0,0,2,0,2,0,2,0
HR Management,com.atomicnorth.hrm.exception,HttpMessageNotReadableException,8,0,0,0,4,0,2,0,2,0
HR Management,com.atomicnorth.hrm.exception,InvalidApiRequestException,8,0,0,0,4,0,2,0,2,0
HR Management,com.atomicnorth.hrm.exception,DatabaseOperationException,9,0,0,0,4,0,2,0,2,0
HR Management,com.atomicnorth.hrm.exception,BadApiRequestException,11,0,0,0,6,0,3,0,3,0
HR Management,com.atomicnorth.hrm.exception,ResourceNotFoundException,15,0,0,0,7,0,4,0,4,0
HR Management,com.atomicnorth.hrm.exception,ResourceNotFoundException.ResourceNotFoundExceptionBuilder,9,0,0,0,1,0,3,0,3,0
HR Management,com.atomicnorth.hrm.exception,DataNotFoundException,11,0,0,0,6,0,3,0,3,0
HR Management,com.atomicnorth.hrm.exception,GlobalExceptionHandler,405,0,34,0,70,0,31,0,14,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.lookup,LookupCodeTranslationDTO,366,0,0,0,39,0,74,0,74,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.lookup,LookupTypeTranslationDTO,236,0,0,0,26,0,48,0,48,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.employeeGrade,EmployeeGradeController,222,0,2,0,43,0,6,0,5,0
HR Management,com.atomicnorth.hrm.tenant.service.profileoptions,ProfileOptionsService,89,0,6,0,21,0,8,0,5,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.vm,ManagedUserVM,14,0,0,0,6,0,4,0,4,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.vm,KeyAndPasswordVM,24,0,0,0,10,0,7,0,7,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.vm,LoginVM,37,0,0,0,14,0,10,0,10,0
HR Management,com.atomicnorth.hrm.tenant.domain.MasterAddress,AddressMaster,1075,0,208,0,34,0,161,0,57,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,MultiTenantDataSourceRouting,5,0,0,0,2,0,2,0,2,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,CurrentTenantIdentifierResolverImpl,7,0,0,0,3,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,MasterPersistenceConfig,71,0,0,0,18,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,AbstractRoutingDataSource,3,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,MultiTenantDataSourceLookup,116,0,2,0,30,0,6,0,5,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,TenantPersistenceConfig,78,0,0,0,19,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,DataSourceConfigDetails,76,0,0,0,33,0,15,0,15,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,TenantDataSourceInitializer,3,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,MultiTenantConnectionProviderImpl,79,0,2,0,17,0,5,0,4,0
HR Management,com.atomicnorth.hrm.configuration.multitenant,TenantContextHolder,25,0,0,0,8,0,5,0,5,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn.get_data_dto,SesM00UserManageColumnsGetResponseDTO,128,0,0,0,14,0,23,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn.get_data_dto,UserManageColumnDetailsGetDTO,116,0,0,0,13,0,21,0,21,0
HR Management,com.atomicnorth.hrm.tenant.service.project,ProjectService,8272,1,558,0,1715,1,454,1,165,1
HR Management,com.atomicnorth.hrm.tenant.service.project,ProjectService.new Thread() {...},30,0,0,0,3,0,2,0,2,0
HR Management,com.atomicnorth.hrm.tenant.service.project,ProjectService.new Thread() {...},30,0,0,0,3,0,2,0,2,0
HR Management,com.atomicnorth.hrm.tenant.service.project,ProjectService.new Thread() {...},48,0,0,0,6,0,2,0,2,0
HR Management,com.atomicnorth.hrm.tenant.service.asset,AssetService,431,0,34,0,77,0,30,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.branch,BranchService,1426,0,108,0,321,0,83,0,29,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.approvalflow,ApprovalFlowController,471,0,42,0,93,0,34,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.translation,TranslationDTO,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.location,CountryMasterDTO,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.location,CityMasterDTO,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.location,StateMasterDTO,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.asset,AssetController,154,0,2,0,26,0,6,0,5,0
HR Management,com.atomicnorth.hrm.tenant.domain.manageColumn,SesM00UserManageColumns,136,0,0,0,16,0,28,0,28,0
HR Management,com.atomicnorth.hrm.tenant.domain.manageColumn,SesM01UserManageColumnDetails,128,0,0,0,14,0,23,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.employeeDocument,EmployeeDocumentResponseDTO,357,38,78,0,8,2,52,10,13,10
HR Management,com.atomicnorth.hrm.tenant.web.rest.branch,BranchController.new TypeReference() {...},6,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.branch,BranchController.new TypeReference() {...},6,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.branch,BranchController,1154,0,54,0,229,0,48,0,21,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.branch,LeaveTypeDto,1216,0,206,0,55,0,160,0,57,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.branch,BranchWithAddressDto,296,0,54,0,9,0,45,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.branch,HRSettingDto,1227,0,222,0,57,0,171,0,60,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.branch,BranchDto,366,0,62,0,18,0,52,0,21,0
HR Management,com.atomicnorth.hrm.tenant.service.leave,ApplyLeaveService,1477,0,229,0,283,0,155,0,36,0
HR Management,com.atomicnorth.hrm.tenant.service.leave,LeaveApprovalService,746,0,84,0,134,0,69,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.translation,SupraTranslationCommonServices,436,0,44,0,104,0,39,0,17,0
HR Management,com.atomicnorth.hrm.master.web.rest,DataSourceConfigResource,108,0,4,0,23,0,7,0,5,0
HR Management,com.atomicnorth.hrm.configuration.security.jwt,JWTFilter,82,0,12,0,25,0,9,0,3,0
HR Management,com.atomicnorth.hrm.configuration.security.jwt,TokenProvider,499,0,18,0,101,0,18,0,9,0
HR Management,com.atomicnorth.hrm.configuration.security.jwt,JWTConfigurer,18,0,0,0,6,0,2,0,2,0
HR Management,com.atomicnorth.hrm.util.shortcodesGeneration,MessageShortcodeGeneration,58,0,0,0,18,0,2,0,2,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.designation,DesignationSkillController,472,0,10,0,97,0,14,0,9,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.ClientApp,13,0,0,0,5,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationDefaults.Security.RememberMe,3,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Logging.Logstash,43,0,0,0,17,0,9,0,9,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security.RememberMe,13,0,0,0,5,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration,CRLFLogConverter,127,0,12,0,23,0,11,0,5,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security.Authentication.Jwt,43,0,0,0,17,0,9,0,9,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Logging,21,0,0,0,7,0,4,0,4,0
HR Management,com.atomicnorth.hrm.configuration,AsyncConfiguration,50,0,0,0,12,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration,ExceptionHandlingAsyncTaskExecutor,92,0,4,0,31,0,14,0,12,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationDefaults.Security.ClientAuthorization,9,0,0,0,4,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Cache,11,0,0,0,3,0,2,0,2,0
HR Management,com.atomicnorth.hrm.configuration,WebConfigurer,152,0,14,0,38,0,14,0,7,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties,59,0,0,0,15,0,8,0,8,0
HR Management,com.atomicnorth.hrm.configuration,JacksonConfiguration,23,0,0,0,6,0,6,0,6,0
HR Management,com.atomicnorth.hrm.configuration,DateTimeFormatConfiguration,14,0,0,0,5,0,2,0,2,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Mail,33,0,0,0,13,0,7,0,7,0
HR Management,com.atomicnorth.hrm.configuration,DatabaseConfiguration,10,0,0,0,4,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security.Authentication,11,0,0,0,3,0,2,0,2,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Cache.Ehcache,23,0,0,0,9,0,5,0,5,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationDefaults.Security.Authentication.Jwt,5,0,0,0,2,0,1,0,1,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security,45,0,0,0,13,0,7,0,7,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security.OAuth2,18,0,0,0,5,0,3,0,3,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Datasource,38,0,0,0,11,0,11,0,11,0
HR Management,com.atomicnorth.hrm.configuration,ApplicationProperties.Security.ClientAuthorization,43,0,0,0,17,0,9,0,9,0
HR Management,com.atomicnorth.hrm.configuration.cache,PrefixedSimpleKey,97,0,10,0,17,0,9,0,4,0
HR Management,com.atomicnorth.hrm.configuration.cache,PrefixedKeyGenerator,74,0,6,0,17,0,7,0,4,0
HR Management,com.atomicnorth.hrm.exception.employement,EmployeeAssignmentNotFoundException,4,0,0,0,2,0,1,0,1,0
HR Management,com.atomicnorth.hrm.exception.employement,EmployeeServiceException,9,0,0,0,4,0,2,0,2,0
HR Management,com.atomicnorth.hrm.viewBean,LeaveRequestBean,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.viewBean,LeaveBean,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.attendance,SupraShiftEntity,564,0,110,0,15,0,88,0,33,0
HR Management,com.atomicnorth.hrm.tenant.domain.attendance,AttendanceMoaf,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.domain.attendance,EmpRosterRemark,1875,0,374,0,47,0,284,0,97,0
HR Management,com.atomicnorth.hrm.tenant.domain.attendance,SupraShiftDetailEntity,515,0,102,0,13,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.domain.attendance,ShiftEmployeeEntity,86,0,0,0,11,0,18,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn,SesM01UserManageColumnDetailsDTO,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn,SesM01UserManageColumnDetailsResponseDTO,435,0,86,0,11,0,68,0,25,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn,SesM00UserManageColumnsDTO,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.manageColumn,SesM00UserManageColumnsResponseDTO,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.master.domain,TenantJobStatus,296,0,54,0,28,0,45,0,18,0
HR Management,com.atomicnorth.hrm.master.domain,DataSourceConfig,147,0,10,0,57,0,29,0,24,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employeeGrade,EmployeeGradeDTO,335,0,54,0,20,0,46,0,19,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.manageColumn,UserManageController,244,0,10,0,69,0,10,0,5,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.logs,ErrorDetails,258,0,48,0,7,0,41,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.logs,LogRequest,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.location,CountryMaster,238,0,46,0,7,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.location,StateMaster,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.location,CityMaster,238,0,46,0,7,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.project.ProjectResponse,ProjectDocumentResponseDTO,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.project.ProjectResponse,ProjectRequestDTO,1155,0,230,0,29,0,176,0,61,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.project.ProjectResponse,ProjectResponseDTO,1315,0,262,0,33,0,200,0,69,0
HR Management,com.atomicnorth.hrm.tenant.service.employement.employee_on_boarding,OnboardingService,1007,0,94,0,183,0,72,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.language,SupraLanguageServices,59,0,0,0,14,0,6,0,6,0
HR Management,com.atomicnorth.hrm.tenant.domain.lookup,LookupType,955,0,190,0,24,0,146,0,51,0
HR Management,com.atomicnorth.hrm.tenant.domain.lookup,LookupCode,1555,0,310,0,39,0,236,0,81,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitKtHandoverDetail,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitInterview,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitAdminClearance,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitApproval,313,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitKtHandover,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitFinanceClearanceDetails,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitRequest,1193,0,238,0,30,0,182,0,63,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitInterviewFeedback,195,0,38,0,5,0,32,0,13,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitFullFinalSettlementDetails,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitFinanceClearance,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitFullFinalSettlement,515,0,102,0,13,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeExit,EmpExitInterviewers,195,0,38,0,5,0,32,0,13,0
HR Management,com.atomicnorth.hrm.util.Enum,SequenceType,87,0,0,0,15,0,1,0,1,0
HR Management,com.atomicnorth.hrm.util.Enum,Active,15,0,0,0,3,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeGroup,210,0,38,0,7,0,33,0,14,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeEducationHistory,554,0,102,0,15,0,81,0,30,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeAddress,560,0,102,0,16,0,81,0,30,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeAccountEntity,2274,0,422,0,55,0,321,0,110,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeWorkHistory,597,0,110,0,16,0,87,0,32,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeFamily,511,0,94,0,14,0,75,0,28,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement,EmployeeSkillSetEntity,640,0,118,0,17,0,93,0,34,0
HR Management,com.atomicnorth.hrm.tenant.domain.notificationTemplates,NotificationTemplates,855,0,158,0,22,0,123,0,44,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup.view,UserWatcherFlagDTO,275,0,54,0,10,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup.view,CommentViewDTO,315,0,62,0,9,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.employeeAddressDTO,Ses_M00_Addresses_Request,597,0,110,0,16,0,87,0,32,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.employeeAddressDTO,Ses_M00_Addresses_Response,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.timesheet,ApplyTimeSheetService,641,0,26,0,107,0,22,0,9,0
HR Management,com.atomicnorth.hrm.tenant.service.timesheet,TimeSheetApprovalService,1704,0,142,0,301,0,88,0,17,0
HR Management,com.atomicnorth.hrm.tenant.domain.employeeGrade,EmployeeGrade,296,0,54,0,9,0,45,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.Response,EmployeeResponseDTO,3541,367,726,0,87,6,456,93,93,93
HR Management,com.atomicnorth.hrm.tenant.service.jobOpening,JobOpeningService,2109,0,111,0,464,0,109,0,52,0
HR Management,com.atomicnorth.hrm.tenant.service.jobOpening,JobRequisitionService,635,0,52,0,130,0,42,0,16,0
HR Management,com.atomicnorth.hrm.tenant.service.jobOpening,JobOfferTermsService,980,0,58,0,232,0,59,0,29,0
HR Management,com.atomicnorth.hrm.tenant.service.jobOpening,StaffPlanService,583,0,30,0,114,0,27,0,12,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,JobOfferDTO,902,0,178,0,23,0,138,0,49,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,JobOfferTermsTemplateDto,409,0,82,0,13,0,65,0,24,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,StaffPlanDTO,275,0,54,0,8,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,TermsConditionDto,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,JobOpeningDTO,955,0,190,0,24,0,146,0,51,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,JobOfferTermMasterDto,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,TermsConditionDepartmentDTO,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,JobOfferTermDTO,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,StaffPlanDetailsDTO,355,0,70,0,10,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.jobOpening,OfferTermMasterDTO,435,0,86,0,11,0,68,0,25,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,FunctionAccessDTO,45,0,0,0,9,0,13,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,AccessGroupDTO,44,0,0,0,12,0,9,0,9,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,SupraAccessGroupDTO,341,0,64,0,17,0,51,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,UserWatchersDTO,1141,0,224,0,29,0,173,0,61,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,CommentsDTO,1113,0,206,0,29,0,159,0,56,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,UserTableEntityDTO,1165,0,230,0,31,0,176,0,61,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,UserAssociationDataDTO,275,0,54,0,9,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.accessgroup,UserTableDTO,250,0,46,0,13,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.designation,DesignationSkillService,1019,0,46,0,235,0,50,0,27,0
HR Management,com.atomicnorth.hrm.tenant.domain.reimbursement,ReimbursementRequestMapping,635,0,126,0,16,0,98,0,35,0
HR Management,com.atomicnorth.hrm.tenant.domain.reimbursement,ReimbursementDocument,541,0,104,0,14,0,83,0,31,0
HR Management,com.atomicnorth.hrm.tenant.domain.reimbursement,ReimbursementType,195,0,38,0,5,0,32,0,13,0
HR Management,com.atomicnorth.hrm.tenant.domain.reimbursement,ReimbursementActionHistory,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.domain.reimbursement,ReimbursementRequest,555,0,110,0,14,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.location,LocationService,105,0,0,0,23,0,9,0,9,0
HR Management,com.atomicnorth.hrm.tenant.domain.asset,EmpAssetAssignment,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.domain.asset,AssetCategory,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.asset,CategoryMaster,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.asset,AssetMaster,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.util.commonClass,CommonFeatures,80,0,0,0,12,0,2,0,2,0
HR Management,com.atomicnorth.hrm.util.commonClass,PaginatedResponse,167,26,22,0,5,3,20,7,9,7
HR Management,com.atomicnorth.hrm.util.commonClass,JsonNodeType,105,0,6,0,28,0,15,0,12,0
HR Management,com.atomicnorth.hrm.util.commonClass,ApiResponse,210,45,42,0,3,17,32,6,11,6
HR Management,com.atomicnorth.hrm.tenant.web.rest.division,UserDivisionMasterController,190,0,2,0,37,0,6,0,5,0
HR Management,com.atomicnorth.hrm.tenant.service.attendance,AttendanceMoafService,1287,0,124,0,267,0,78,0,16,0
HR Management,com.atomicnorth.hrm.tenant.service.attendance,ShiftAssignmentsServices,2193,0,127,0,437,0,143,0,77,0
HR Management,com.atomicnorth.hrm.tenant.service.attendance,ShiftRosterService,2073,0,166,0,413,0,98,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.attendance,ViewAttendanceService,910,0,129,0,174,0,92,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.translation,SupraTranslation,1875,0,374,0,47,0,284,0,97,0
HR Management,com.atomicnorth.hrm.tenant.service.roles,RoleAndPermissionsService,1686,0,124,0,352,0,86,0,24,0
HR Management,com.atomicnorth.hrm.tenant.service.company,SetUpCompanyService,1010,0,75,0,200,0,68,0,15,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.timesheet,TimeSheetApprovalController,457,0,30,0,82,0,23,0,8,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.timesheet,ApplyTimeSheetController,212,0,8,0,38,0,9,0,5,0
HR Management,com.atomicnorth.hrm.tenant.domain.timeSheet,SupraEmpAttendanceLogs,1835,0,366,0,46,0,278,0,95,0
HR Management,com.atomicnorth.hrm.tenant.domain.timeSheet,ActionHistory,1795,0,358,0,45,0,272,0,93,0
HR Management,com.atomicnorth.hrm.tenant.domain.timeSheet,O2CInvoiceResourceBillingDetail,359,0,8,0,55,0,87,0,83,0
HR Management,com.atomicnorth.hrm.tenant.domain.timeSheet,UserTaskMapping,2235,0,446,0,56,0,338,0,115,0
HR Management,com.atomicnorth.hrm.util.Exception,ProjectConfig,7,0,0,0,2,0,2,0,2,0
HR Management,com.atomicnorth.hrm.management,SecurityMetersService,57,0,0,0,19,0,6,0,6,0
HR Management,com.atomicnorth.hrm.tenant.domain,Group,210,0,38,0,7,0,33,0,14,0
